TimeStamp, Temperature, Pressure, Humidity, Wind Speed,  Wind direction
 2021/10/23 9:49:52, 16.67, 56.61, 1001.56, 0.0, 3.0
 2021/10/23 9:49:53, 16.67, 56.51, 1001.61, 0.0, 2.0
 2021/10/23 9:49:54, 16.68, 56.51, 1001.58, 0.0, 3.0
 2021/10/23 9:49:55, 16.68, 56.54, 1001.57, 0.0, 1.0
 2021/10/23 9:49:56, 16.69, 56.58, 1001.58, 0.0, 2.0
 2021/10/23 9:49:57, 16.68, 56.59, 1001.58, 0.0, 3.0
 2021/10/23 9:49:58, 16.68, 56.61, 1001.56, 0.0, 1.0
 2021/10/23 9:49:59, 16.69, 56.65, 1001.6, 0.0, 2.0
 2021/10/23 9:50:0, 16.69, 56.6, 1001.58, 0.0, 2.0
 2021/10/23 9:50:1, 16.69, 56.55, 1001.57, 0.0, 2.0
 2021/10/23 9:50:2, 16.7, 56.53, 1001.61, 0.0, 3.0
 2021/10/23 9:50:3, 16.68, 56.54, 1001.58, 0.0, 2.0
 2021/10/23 9:50:11, 16.6, 56.61, 1001.57, 0.0, 2.0
 2021/10/23 9:50:12, 16.6, 56.73, 1001.59, 0.0, 3.0
