tempo,velocità,latitudine,longitudine
2960.955441,33.89,45.48598,8.313571
2961.993325,33.89,45.486021,8.313466
2962.920885,33.89,45.486062,8.31336
2963.949183,34.07,45.486104,8.313253999999999
2964.977349,33.89,45.486146,8.313149
2966.005372,34.44,45.486188999999996,8.313043
2966.931381,34.81,45.48623,8.312935999999999
2967.961417,34.44,45.486269,8.312828999999999
2968.989472,34.26,45.486308,8.312721999999999
2969.919031,33.89,45.486346999999995,8.312617
2970.947452,33.33,45.486385999999996,8.312514
2971.977555,33.89,45.486425,8.312408999999999
2972.911679,33.52,45.486466,8.312304
2973.94172,33.7,45.486506999999996,8.312198
2974.975677,34.26,45.486546999999995,8.312092999999999
2976.005744,33.7,45.486588,8.311988
2976.933686,33.7,45.486627999999996,8.311883
2977.963612,33.89,45.486667999999995,8.311779
2978.991612,33.7,45.486708,8.311674
2979.923196,33.89,45.486748,8.311569
2980.953677,33.7,45.486788,8.311465
2981.981507,34.07,45.486827,8.311359
2983.007731,34.26,45.486867,8.311252999999999
2983.939548,33.89,45.486906,8.311147
2984.967571,34.07,45.486944,8.31104
2985.999711,34.26,45.486982999999995,8.310932
2986.925352,34.26,45.487021,8.310825
2987.951632,34.63,45.48706,8.310716
2988.977916,34.07,45.487097999999996,8.310609
2990.006037,34.44,45.487137,8.310501
2990.937696,34.63,45.487176999999996,8.310393
2991.971993,34.26,45.487218,8.310286
2993.00429,34.26,45.487258,8.310178
2993.933863,33.89,45.487297999999996,8.310073
2994.961777,34.07,45.487339,8.309966
2995.991944,34.81,45.487378,8.309857
2996.92206,35.37,45.487415999999996,8.309745
2997.950086,35.18,45.487449999999995,8.309631
2998.982208,34.44,45.487483,8.309519
2999.914121,34.26,45.487516,8.309407
3000.940254,34.26,45.487549,8.309294
3001.969915,34.07,45.487583,8.30918
3002.998291,34.44,45.487615999999996,8.309065
3003.926218,34.44,45.487648,8.30895
3004.954153,35.0,45.48768,8.308831999999999
3005.984155,35.550000000000004,45.48771,8.308713
3006.91173,35.550000000000004,45.487738,8.308593
3007.938299,35.37,45.487764,8.308473
3008.970046,34.81,45.487789,8.308354999999999
3009.998313,34.63,45.487811,8.308235999999999
3010.932411,34.63,45.487832,8.308116
3011.962118,35.0,45.487852,8.307995
3012.994453,35.74,45.487871,8.307872
3013.923878,35.74,45.487887,8.307749
3014.952438,35.37,45.487901,8.307628
3015.982342,35.0,45.487913,8.307506
3016.910454,35.74,45.487924,8.307381
3017.94422,35.18,45.487933,8.307257
3018.974516,35.0,45.487941,8.307134
3019.908788,35.37,45.487947999999996,8.307008999999999
3020.940322,35.550000000000004,45.487953999999995,8.306883
3021.970496,35.92,45.487956999999994,8.306757
3023.002511,35.74,45.487959,8.30663
3023.934457,35.92,45.487959,8.306503
3024.968715,35.92,45.487956999999994,8.306376
3025.994731,36.11,45.487953999999995,8.306249
3026.926121,35.74,45.487947999999996,8.306122
3027.954446,36.11,45.487941,8.305995
3028.980791,35.92,45.487932,8.305868
3029.908804,36.480000000000004,45.487919,8.305741
3030.944494,36.29,45.487905,8.305614
3031.972836,36.29,45.487888999999996,8.305488
3033.006854,36.29,45.487871,8.305363
3033.938534,36.480000000000004,45.487853,8.305235999999999
3034.968915,36.660000000000004,45.487834,8.305109999999999
3035.996935,36.29,45.487815,8.304986
3036.930761,36.29,45.487794,8.304860999999999
3037.958895,36.660000000000004,45.487772,8.304736
3038.993058,36.85,45.487747999999996,8.304613
3039.92239,36.660000000000004,45.487721,8.304492
3040.954928,36.85,45.487691,8.304371
3041.984872,36.480000000000004,45.487657999999996,8.304252
3042.91299,36.660000000000004,45.487621999999995,8.304134
3043.940928,36.480000000000004,45.487584999999996,8.304019
3044.970736,37.04,45.487545,8.303901999999999
3046.001114,36.660000000000004,45.487503,8.303787
3046.931063,36.660000000000004,45.48746,8.303671999999999
3047.964989,35.92,45.487417,8.303557
3048.993205,36.29,45.487373999999996,8.303441
3049.927188,36.85,45.48733,8.303325
3050.959055,37.410000000000004,45.487282,8.303208999999999
3051.989151,37.04,45.487234,8.303094999999999
3052.919099,37.04,45.487184,8.302982
3053.949103,36.660000000000004,45.487136,8.30287
3054.975219,36.85,45.487086999999995,8.302757
3056.00906,37.04,45.487038999999996,8.302643999999999
3056.939277,38.15,45.486987,8.302533
3057.973043,37.96,45.486933,8.302424
3059.00145,38.15,45.486875999999995,8.302318
3059.935076,37.410000000000004,45.486819,8.302214
3060.961425,37.410000000000004,45.486762,8.302111
3061.993223,37.22,45.486705,8.302006
3062.925449,36.85,45.486649,8.3019
3063.957123,36.660000000000004,45.486594,8.301793
3064.991132,37.04,45.48654,8.301682999999999
3065.922909,37.410000000000004,45.486487,8.301572
3066.957537,37.78,45.486433,8.301461
3067.987572,38.33,45.486377999999995,8.30135
3068.920945,38.15,45.486321,8.301241
3069.949608,38.33,45.486264,8.301135
3070.98728,37.96,45.486205,8.301029999999999
3071.917033,38.15,45.486145,8.300926
3072.949503,37.59,45.486087,8.300822
3073.97967,37.59,45.486028999999995,8.300716999999999
3074.911077,37.410000000000004,45.485973,8.300609999999999
3075.941635,37.59,45.485918,8.300500999999999
3076.975562,37.78,45.485865,8.30039
3078.00776,38.52,45.48581,8.300277
3078.93775,38.52,45.485755,8.300165999999999
3079.967817,38.52,45.485698,8.300056999999999
3080.997656,38.52,45.485641,8.299949999999999
3081.927769,38.52,45.485582,8.299846
3082.957612,38.52,45.485521999999996,8.299743
3083.987532,37.59,45.485462999999996,8.299641
3084.919781,37.22,45.485406,8.299536999999999
3085.949556,37.04,45.48535,8.299432
3086.979896,37.78,45.485293,8.299324
3088.010041,37.59,45.485237,8.299216
3088.943641,37.96,45.485181,8.299107
3089.969895,38.33,45.485124,8.298997
3091.001749,38.7,45.485065999999996,8.29889
3091.929839,37.96,45.485008,8.298784
3092.959931,37.78,45.484950999999995,8.298679
3093.990073,37.59,45.484894999999995,8.298570999999999
3094.927507,37.96,45.48484,8.298461999999999
3095.95609,38.33,45.484784,8.298352999999999
3096.986024,38.33,45.484725999999995,8.298245999999999
3097.917557,38.52,45.484666999999995,8.298138999999999
3098.950069,37.78,45.484609,8.298035
3099.986007,37.78,45.484552,8.29793
3100.919598,37.410000000000004,45.484497999999995,8.297823
3101.947859,37.96,45.484443,8.297715
3102.976102,37.78,45.484389,8.297606
3104.006112,38.15,45.484334,8.297497
3104.936298,37.59,45.48428,8.297388999999999
3105.970135,37.96,45.484227,8.297281
3107.000077,37.78,45.484172,8.297172999999999
3107.928245,37.96,45.484117999999995,8.297066
3108.960204,37.96,45.484061999999994,8.296959
3109.994536,38.33,45.484007,8.296852
3110.932087,38.15,45.483951,8.296745
3111.960328,38.33,45.483895,8.29664
3112.996299,38.33,45.483837,8.296536
